기준일시,공급능력(MW),현재수요(MW),최대예측수요(MW),공급예비력(MW),공급예비율(%),운영예비력(MW),운영예비율(%)
20210401200000,85206.2,65136.6,65900.0,20069.6,30.8116,10989.1,16.8709
20210401200500,85525.2,65157.6,65900.0,20367.7,31.2591,11156.3,17.122
20210401201000,85648.9,65218.8,65900.0,20430.1,31.3255,11253.1,17.2543
20210401201500,85649.9,64975.0,65900.0,20674.8,31.8196,11256.1,17.3238
20210401202000,85640.8,64905.0,65900.0,20735.8,31.9479,11142.6,17.1675
20210401202500,85626.9,64804.0,65900.0,20822.9,32.1322,11105.3,17.1367
20210401203000,85615.0,64817.7,65900.0,20797.3,32.0859,10795.9,16.6558
20210401203500,85602.8,64609.8,65900.0,20993.0,32.492,10519.7,16.2819
20210401204000,85583.6,64665.1,65900.0,20918.5,32.3491,10530.0,16.2839
20210401204500,85575.4,64505.7,65900.0,21069.7,32.6634,10770.4,16.6968
20210401205000,85550.2,63910.7,65900.0,21639.5,33.859,11100.8,17.3692
20210401205500,85543.6,64138.0,65900.0,21405.6,33.3743,11051.5,17.2309
20210401210000,85539.6,63737.9,65900.0,21801.6,34.2051,10844.2,17.0137
20210401210500,85659.0,63731.9,65900.0,21927.0,34.405,10580.8,16.602
20210401211000,85654.5,63730.4,65900.0,21924.0,34.4012,10672.2,16.7459
20210401211500,85626.5,63237.6,65900.0,22388.9,35.4045,11048.2,17.471
20210401212000,85597.1,63426.5,65900.0,22170.6,34.9548,10718.3,16.8987
20210401212500,85602.7,62969.9,65900.0,22632.8,35.9422,11009.8,17.4842
20210401213000,85589.3,62982.8,65900.0,22606.5,35.8931,10694.2,16.9796
20210401213500,85578.1,62586.7,65900.0,22991.4,36.7353,11015.9,17.6011
20210401214000,85566.1,62509.6,65900.0,23056.5,36.8847,11061.8,17.6961
20210401214500,85555.1,62349.8,65900.0,23205.4,37.2181,10780.8,17.2909
20210401215000,85541.0,62301.3,65900.0,23239.7,37.3022,10756.1,17.2647
20210401215500,85534.9,62479.1,65900.0,23055.8,36.9017,10366.9,16.5926
20210401220000,85537.4,62055.2,65900.0,23482.1,37.8407,10617.5,17.1098
20210401220500,85632.4,62228.5,65900.0,23403.9,37.6096,10667.9,17.1431
20210401221000,85629.7,62163.6,65900.0,23466.2,37.7491,10651.0,17.1338
20210401221500,85586.2,61889.4,65900.0,23696.7,38.2888,10820.6,17.4838
20210401222000,85537.7,61788.3,65900.0,23749.3,38.4366,10838.0,17.5406
20210401222500,85492.5,61460.6,65900.0,24031.9,39.1014,11024.5,17.9375
20210401223000,85464.6,61438.5,65900.0,24026.1,39.1059,10798.4,17.5759
20210401223500,85450.0,60866.4,65900.0,24583.7,40.3896,11336.7,18.6255
20210401224000,85451.4,60962.3,65900.0,24489.1,40.1708,11254.9,18.462
20210401224500,85455.0,60661.9,65900.0,24793.1,40.8709,11547.8,19.0363
20210401225000,85463.7,60854.1,65900.0,24609.6,40.4403,11480.4,18.8654
20210401225500,85457.8,60684.0,65900.0,24773.8,40.8243,11641.2,19.1833
20210401230000,85457.3,60452.2,65900.0,25005.1,41.3635,11872.8,19.64
20210401230500,85554.3,61435.4,65900.0,24118.9,39.2589,10881.2,17.7116
20210401231000,85555.3,61867.4,65900.0,23687.9,38.2882,10492.4,16.9595
20210401231500,85516.7,61723.6,65900.0,23793.1,38.5477,10568.5,17.1223
20210401232000,85492.9,61584.2,65900.0,23908.7,38.8228,10596.0,17.2057
20210401232500,85467.5,61510.0,65900.0,23957.5,38.9489,10615.9,17.2588
20210401233000,85455.4,61221.2,65900.0,24234.2,39.5846,10755.7,17.5685
20210401233500,85465.4,60998.5,65900.0,24466.9,40.1107,10909.9,17.8855
20210401234000,85439.7,60686.2,65900.0,24753.5,40.7892,10901.8,17.9642
20210401234500,85444.3,60336.6,65900.0,25107.7,41.6127,11010.6,18.2487
20210401235000,85440.0,59827.4,65900.0,25612.6,42.8109,11097.3,18.5489
20210401235500,85429.2,59250.7,65900.0,26178.4,44.1825,11944.9,20.1598
20210402000000,85429.2,58785.5,65900.0,26643.7,45.3237,12077.2,20.5446
20210402000500,85091.8,58794.9,65900.0,26296.8,44.7264,11187.2,19.0275
20210402001000,85053.8,58204.1,65900.0,26849.8,46.1304,11370.7,19.5359
20210402001500,85060.2,58047.0,65900.0,27013.2,46.5367,11190.9,19.279
20210402002000,85033.9,57774.6,65900.0,27259.2,47.182,10864.3,18.8046
20210402002500,85010.1,57343.7,65900.0,27666.4,48.2466,10922.2,19.0468
20210402003000,85009.7,56983.0,66000.0,28026.7,49.1844,10974.8,19.2598
20210402003500,84998.8,56798.5,66000.0,28200.2,49.6496,11104.1,19.5499
20210402004000,84994.2,56377.2,66000.0,28617.0,50.76,11566.1,20.5156
20210402004500,85005.7,56092.0,66000.0,28913.8,51.547,11858.2,21.1406
20210402005000,85005.1,56011.0,66000.0,28994.0,51.7648,11704.5,20.8968
20210402005500,84999.5,55587.9,66000.0,29411.6,52.9102,11758.5,21.153
20210402010000,85019.8,55615.8,66000.0,29404.0,52.8699,11478.3,20.6386
20210402010500,85052.6,55463.4,66000.0,29589.2,53.3491,11403.1,20.5598
20210402011000,85049.4,55426.5,66000.0,29622.9,53.4453,11083.8,19.9974
20210402011500,85051.0,55437.2,66000.0,29613.7,53.4185,10810.5,19.5004
20210402012000,85043.5,55064.4,66000.0,29979.1,54.4436,10844.8,19.6947
20210402012500,85034.2,55193.9,66000.0,29840.2,54.0643,10586.0,19.1797
20210402013000,85023.2,54827.9,66000.0,30195.3,55.0728,10804.0,19.7054
20210402013500,85018.2,55100.8,66000.0,29917.4,54.2958,10540.4,19.1294
20210402014000,85017.0,55147.8,66000.0,29869.3,54.1622,10472.5,18.9898
20210402014500,85014.5,55365.1,66000.0,29649.3,53.5524,10296.8,18.5979
20210402015000,85022.8,55473.4,66000.0,29549.4,53.2677,10313.6,18.5919
20210402015500,85028.5,55636.8,66000.0,29391.7,52.8278,10209.0,18.3494
20210402020000,85024.6,55388.0,66000.0,29636.6,53.5072,10520.9,18.9948
20210402020500,85044.6,55828.9,66000.0,29215.8,52.3309,10113.2,18.1146
20210402021000,85041.1,55648.1,66000.0,29393.0,52.8194,10324.3,18.5529
20210402021500,85044.8,55418.1,66000.0,29626.6,53.4602,10603.8,19.1341
20210402022000,85034.8,55242.3,66000.0,29792.5,53.9307,10583.1,19.1575
20210402022500,85039.7,55656.1,66000.0,29383.5,52.7948,10370.4,18.633
20210402023000,85014.4,55428.2,66000.0,29586.2,53.3776,10563.1,19.0572
20210402023500,85166.9,55715.1,66000.0,29451.8,52.8615,10311.0,18.5067
20210402024000,85157.2,55558.4,66000.0,29598.8,53.2751,10596.8,19.0732
20210402024500,85157.2,55715.0,66000.0,29442.3,52.8445,10307.6,18.5006
20210402025000,85165.1,55871.9,66000.0,29293.2,52.4292,10147.9,18.1627
20210402025500,85162.9,55816.4,66000.0,29346.4,52.5767,10210.6,18.2932
20210402030000,85169.7,55473.2,66000.0,29696.4,53.5329,10531.0,18.9838
20210402030500,85185.8,55423.1,66000.0,29762.7,53.701,10608.5,19.1409
20210402031000,85179.6,55589.5,66000.0,29590.1,53.2297,10426.2,18.7558
20210402031500,85204.5,55459.1,66000.0,29745.5,53.635,10566.7,19.0531
20210402032000,85218.4,55385.8,66000.0,29832.6,53.8632,10650.4,19.2294
20210402032500,85207.4,55384.3,66000.0,29823.0,53.8474,10628.5,19.1905
20210402033000,85195.5,55260.4,66000.0,29935.1,54.1711,10774.6,19.4978
20210402033500,85158.5,55361.3,66000.0,29797.2,53.8232,10607.2,19.16
20210402034000,85165.5,55421.9,66000.0,29743.7,53.6678,10561.0,19.0557
20210402034500,85168.0,55729.7,66000.0,29438.4,52.8235,10253.4,18.3985
20210402035000,85198.3,55628.6,66000.0,29569.7,53.1555,10364.5,18.6316
20210402035500,85187.9,55649.7,66000.0,29538.1,53.0787,10360.0,18.6164
